filepath,mask_path,label,class_name,species,split,image_id,official_class_id,official_species_id,official_breed_id
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_2.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_2.png,0,Abyssinian,cat,test,Abyssinian_2,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_20.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_20.png,0,Abyssinian,cat,test,Abyssinian_20,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_201.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_201.png,0,Abyssinian,cat,test,Abyssinian_201,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_202.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_202.png,0,Abyssinian,cat,test,Abyssinian_202,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_204.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_204.png,0,Abyssinian,cat,test,Abyssinian_204,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_205.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_205.png,0,Abyssinian,cat,test,Abyssinian_205,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_206.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_206.png,0,Abyssinian,cat,test,Abyssinian_206,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_207.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_207.png,0,Abyssinian,cat,test,Abyssinian_207,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_21.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_21.png,0,Abyssinian,cat,test,Abyssinian_21,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_210.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_210.png,0,Abyssinian,cat,test,Abyssinian_210,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_212.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_212.png,0,Abyssinian,cat,test,Abyssinian_212,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_213.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_213.png,0,Abyssinian,cat,test,Abyssinian_213,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_215.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_215.png,0,Abyssinian,cat,test,Abyssinian_215,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_216.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_216.png,0,Abyssinian,cat,test,Abyssinian_216,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_217.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_217.png,0,Abyssinian,cat,test,Abyssinian_217,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_219.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_219.png,0,Abyssinian,cat,test,Abyssinian_219,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_22.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_22.png,0,Abyssinian,cat,test,Abyssinian_22,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_220.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_220.png,0,Abyssinian,cat,test,Abyssinian_220,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_221.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_221.png,0,Abyssinian,cat,test,Abyssinian_221,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_223.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_223.png,0,Abyssinian,cat,test,Abyssinian_223,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_224.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_224.png,0,Abyssinian,cat,test,Abyssinian_224,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_225.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_225.png,0,Abyssinian,cat,test,Abyssinian_225,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_226.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_226.png,0,Abyssinian,cat,test,Abyssinian_226,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_228.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_228.png,0,Abyssinian,cat,test,Abyssinian_228,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_230.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_230.png,0,Abyssinian,cat,test,Abyssinian_230,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_232.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_232.png,0,Abyssinian,cat,test,Abyssinian_232,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_24.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_24.png,0,Abyssinian,cat,test,Abyssinian_24,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_25.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_25.png,0,Abyssinian,cat,test,Abyssinian_25,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_26.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_26.png,0,Abyssinian,cat,test,Abyssinian_26,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_27.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_27.png,0,Abyssinian,cat,test,Abyssinian_27,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_29.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_29.png,0,Abyssinian,cat,test,Abyssinian_29,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_3.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_3.png,0,Abyssinian,cat,test,Abyssinian_3,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_30.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_30.png,0,Abyssinian,cat,test,Abyssinian_30,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_31.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_31.png,0,Abyssinian,cat,test,Abyssinian_31,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_32.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_32.png,0,Abyssinian,cat,test,Abyssinian_32,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_33.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_33.png,0,Abyssinian,cat,test,Abyssinian_33,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_36.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_36.png,0,Abyssinian,cat,test,Abyssinian_36,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_37.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_37.png,0,Abyssinian,cat,test,Abyssinian_37,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_4.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_4.png,0,Abyssinian,cat,test,Abyssinian_4,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_40.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_40.png,0,Abyssinian,cat,test,Abyssinian_40,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_43.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_43.png,0,Abyssinian,cat,test,Abyssinian_43,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_44.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_44.png,0,Abyssinian,cat,test,Abyssinian_44,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_45.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_45.png,0,Abyssinian,cat,test,Abyssinian_45,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_46.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_46.png,0,Abyssinian,cat,test,Abyssinian_46,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_47.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_47.png,0,Abyssinian,cat,test,Abyssinian_47,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_48.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_48.png,0,Abyssinian,cat,test,Abyssinian_48,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_49.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_49.png,0,Abyssinian,cat,test,Abyssinian_49,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_5.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_5.png,0,Abyssinian,cat,test,Abyssinian_5,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_50.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_50.png,0,Abyssinian,cat,test,Abyssinian_50,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_51.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_51.png,0,Abyssinian,cat,test,Abyssinian_51,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_52.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_52.png,0,Abyssinian,cat,test,Abyssinian_52,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_54.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_54.png,0,Abyssinian,cat,test,Abyssinian_54,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_55.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_55.png,0,Abyssinian,cat,test,Abyssinian_55,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_56.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_56.png,0,Abyssinian,cat,test,Abyssinian_56,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_57.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_57.png,0,Abyssinian,cat,test,Abyssinian_57,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_58.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_58.png,0,Abyssinian,cat,test,Abyssinian_58,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_6.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_6.png,0,Abyssinian,cat,test,Abyssinian_6,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_60.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_60.png,0,Abyssinian,cat,test,Abyssinian_60,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_61.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_61.png,0,Abyssinian,cat,test,Abyssinian_61,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_62.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_62.png,0,Abyssinian,cat,test,Abyssinian_62,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_63.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_63.png,0,Abyssinian,cat,test,Abyssinian_63,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_65.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_65.png,0,Abyssinian,cat,test,Abyssinian_65,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_66.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_66.png,0,Abyssinian,cat,test,Abyssinian_66,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_67.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_67.png,0,Abyssinian,cat,test,Abyssinian_67,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_68.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_68.png,0,Abyssinian,cat,test,Abyssinian_68,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_69.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_69.png,0,Abyssinian,cat,test,Abyssinian_69,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_7.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_7.png,0,Abyssinian,cat,test,Abyssinian_7,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_70.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_70.png,0,Abyssinian,cat,test,Abyssinian_70,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_71.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_71.png,0,Abyssinian,cat,test,Abyssinian_71,1,1,1
