filepath,mask_path,label,class_name,species,split,image_id,official_class_id,official_species_id,official_breed_id
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_2.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_2.png,0,Abyssinian,cat,test,Abyssinian_2,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_20.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_20.png,0,Abyssinian,cat,test,Abyssinian_20,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_201.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_201.png,0,Abyssinian,cat,test,Abyssinian_201,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_202.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_202.png,0,Abyssinian,cat,test,Abyssinian_202,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_204.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_204.png,0,Abyssinian,cat,test,Abyssinian_204,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_205.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_205.png,0,Abyssinian,cat,test,Abyssinian_205,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_206.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_206.png,0,Abyssinian,cat,test,Abyssinian_206,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_212.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_212.png,0,Abyssinian,cat,test,Abyssinian_212,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_213.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_213.png,0,Abyssinian,cat,test,Abyssinian_213,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_215.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_215.png,0,Abyssinian,cat,test,Abyssinian_215,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_219.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_219.png,0,Abyssinian,cat,test,Abyssinian_219,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_221.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_221.png,0,Abyssinian,cat,test,Abyssinian_221,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_226.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_226.png,0,Abyssinian,cat,test,Abyssinian_226,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_228.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_228.png,0,Abyssinian,cat,test,Abyssinian_228,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_232.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_232.png,0,Abyssinian,cat,test,Abyssinian_232,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_24.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_24.png,0,Abyssinian,cat,test,Abyssinian_24,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_25.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_25.png,0,Abyssinian,cat,test,Abyssinian_25,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_26.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_26.png,0,Abyssinian,cat,test,Abyssinian_26,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_3.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_3.png,0,Abyssinian,cat,test,Abyssinian_3,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_32.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_32.png,0,Abyssinian,cat,test,Abyssinian_32,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_45.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_45.png,0,Abyssinian,cat,test,Abyssinian_45,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_47.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_47.png,0,Abyssinian,cat,test,Abyssinian_47,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_49.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_49.png,0,Abyssinian,cat,test,Abyssinian_49,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_50.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_50.png,0,Abyssinian,cat,test,Abyssinian_50,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_6.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_6.png,0,Abyssinian,cat,test,Abyssinian_6,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_61.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_61.png,0,Abyssinian,cat,test,Abyssinian_61,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_62.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_62.png,0,Abyssinian,cat,test,Abyssinian_62,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_63.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_63.png,0,Abyssinian,cat,test,Abyssinian_63,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_69.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_69.png,0,Abyssinian,cat,test,Abyssinian_69,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_72.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_72.png,0,Abyssinian,cat,test,Abyssinian_72,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_73.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_73.png,0,Abyssinian,cat,test,Abyssinian_73,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_74.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_74.png,0,Abyssinian,cat,test,Abyssinian_74,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_77.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_77.png,0,Abyssinian,cat,test,Abyssinian_77,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_78.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_78.png,0,Abyssinian,cat,test,Abyssinian_78,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_79.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_79.png,0,Abyssinian,cat,test,Abyssinian_79,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_87.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_87.png,0,Abyssinian,cat,test,Abyssinian_87,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_88.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_88.png,0,Abyssinian,cat,test,Abyssinian_88,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_92.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_92.png,0,Abyssinian,cat,test,Abyssinian_92,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_93.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_93.png,0,Abyssinian,cat,test,Abyssinian_93,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_94.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_94.png,0,Abyssinian,cat,test,Abyssinian_94,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_95.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_95.png,0,Abyssinian,cat,test,Abyssinian_95,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Abyssinian_99.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Abyssinian_99.png,0,Abyssinian,cat,test,Abyssinian_99,1,1,1
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_19.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_19.png,1,Bengal,cat,test,Bengal_19,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_196.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_196.png,1,Bengal,cat,test,Bengal_196,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_201.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_201.png,1,Bengal,cat,test,Bengal_201,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_21.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_21.png,1,Bengal,cat,test,Bengal_21,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_23.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_23.png,1,Bengal,cat,test,Bengal_23,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_24.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_24.png,1,Bengal,cat,test,Bengal_24,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_25.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_25.png,1,Bengal,cat,test,Bengal_25,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_27.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_27.png,1,Bengal,cat,test,Bengal_27,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_29.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_29.png,1,Bengal,cat,test,Bengal_29,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_31.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_31.png,1,Bengal,cat,test,Bengal_31,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_32.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_32.png,1,Bengal,cat,test,Bengal_32,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_35.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_35.png,1,Bengal,cat,test,Bengal_35,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_39.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_39.png,1,Bengal,cat,test,Bengal_39,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_4.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_4.png,1,Bengal,cat,test,Bengal_4,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_41.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_41.png,1,Bengal,cat,test,Bengal_41,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_42.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_42.png,1,Bengal,cat,test,Bengal_42,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_44.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_44.png,1,Bengal,cat,test,Bengal_44,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_5.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_5.png,1,Bengal,cat,test,Bengal_5,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_55.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_55.png,1,Bengal,cat,test,Bengal_55,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_57.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_57.png,1,Bengal,cat,test,Bengal_57,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_6.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_6.png,1,Bengal,cat,test,Bengal_6,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_60.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_60.png,1,Bengal,cat,test,Bengal_60,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_62.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_62.png,1,Bengal,cat,test,Bengal_62,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_75.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_75.png,1,Bengal,cat,test,Bengal_75,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_79.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_79.png,1,Bengal,cat,test,Bengal_79,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_80.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_80.png,1,Bengal,cat,test,Bengal_80,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_81.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_81.png,1,Bengal,cat,test,Bengal_81,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_85.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_85.png,1,Bengal,cat,test,Bengal_85,6,1,2
/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/images/Bengal_86.jpg,/home/emma/DeepLearning/Deep_Learning_XAI/data/OxfordPets/annotations/trimaps/Bengal_86.png,1,Bengal,cat,test,Bengal_86,6,1,2
